entry_id,file_id,att_id,hours,rate,amount,description,entry_date
BL-102735,MAT-1344,AT-003,4.8,250,,Prepared discovery,03-Apr-2021
BL-990119,MAT-1345,AT-003,6.8,300,2040.0,Client call,21-Jan-2024
BL-712108,MAT-1346,AT-003,7.2,300,,Client call,13/10/2022
BL-611000,MAT-1347,AT-005,6.3,300,1890.0,Drafted motion,15/08/25
BL-351405,MAT-1348,AT-006,4.0,375,,Research,14/05/23
BL-375297,MAT-1349,AT-007,6.7,375,2512.5,Drafted motion,10/12/2020
BL-128043,MAT-1350,AT-006,3.6,375,1350.0,Negotiation,14/11/23
BL-715534,MAT-1351,AT-007,1.3,375,,Reviewed contract,29-Jun-2021
BL-167616,MAT-1352,AT-007,4.9,300,1470.0,Prepared discovery,1649234080
BL-724739,MAT-1353,AT-009,6.3,375,"""2,362.50""",Drafted motion,18/05/2024
BL-184805,MAT-1354,AT-002,5.8,375,2175.0,Drafted motion,07/04/2023
BL-393142,MAT-1355,AT-006,7.9,300,"2,370",Negotiation,2024-05-27
BL-982552,MAT-1356,AT-001,6.0,250,,Court appearance,1732091680
BL-463430,MAT-1357,AT-009,8.5,300,,Prepared discovery,2025-10-19
BL-472761,MAT-1358,AT-008,8.1,250,,Negotiation,26-Apr-2024
BL-568046,MAT-1359,AT-006,7.0,375,,Prepared discovery,25-Jan-2024
BL-767222,MAT-1360,AT-007,5.3,375,,Document review,2023-07-16
BL-101505,MAT-1361,AT-002,3.7,375,"$1,388",Drafted motion,15/03/25
BL-386469,MAT-1362,AT-003,3.3,375,,Document review,2021-07-08
BL-104895,MAT-1363,AT-003,9.7,300,2910.0,Drafted motion,1663403680
BL-782493,MAT-1364,AT-008,9.1,300,2730.0,Document review,16/07/2021
BL-477004,MAT-1365,AT-008,7.0,250,1750,Document review,07-Dec-2022
BL-580330,MAT-1366,AT-007,2.8,250,700.0,Client call,19/01/2024
BL-732520,MAT-1367,AT-001,9.5,250,,Reviewed contract,1758098080
BL-361982,MAT-1368,AT-005,6.6,300,"$1,980.00",Drafted motion,01/02/23
BL-147773,MAT-1369,AT-003,2.0,250,500,Research,16-Jul-2021
BL-578871,MAT-1370,AT-004,2.5,300,750,Prepared discovery,09-Feb-2023
BL-571150,MAT-1371,AT-006,7.4,300,"2,220",Prepared discovery,22/01/2024
BL-439501,MAT-1372,AT-007,8.8,300,2640,Reviewed contract,08-Nov-2021
BL-625298,MAT-1373,AT-008,5.5,375,"2,062",Court appearance,2024-03-07
BL-335053,MAT-1374,AT-001,1.0,250,"""250.00""",Research,11-Dec-2023
BL-457115,MAT-1375,AT-004,2.8,300,840,Research,25/02/2025
BL-400056,MAT-1376,AT-005,4.8,300,"€1,440",Drafted motion,20-Jan-2022
BL-136937,MAT-1377,AT-006,6.8,300,"$2,040",Client call,2021-08-17
BL-548160,MAT-1378,AT-010,9.1,375,,Drafted motion,2021-02-19
BL-719224,MAT-1379,AT-007,6.7,250,,Negotiation,13/02/2021
BL-465172,MAT-1380,AT-006,5.9,250,1475.0,Prepared discovery,11/09/22
BL-358107,MAT-1381,AT-003,3.2,375,,Negotiation,2021-03-03
BL-184914,MAT-1382,AT-009,0.6,250,€150,Court appearance,11-Jun-2023
BL-957654,MAT-1383,AT-004,4.1,300,,Reviewed contract,23-Jan-2021
BL-732935,MAT-1384,AT-003,4.7,300,,Client call,30-Jan-2022
BL-593175,MAT-1385,AT-005,10.0,250,2500,Document review,27/07/2021
BL-659114,MAT-1386,AT-010,2.5,375,,Court appearance,2025-06-18
BL-834643,MAT-1387,AT-009,6.8,300,"€2,040",Court appearance,13/03/2024
BL-806629,MAT-1388,AT-001,5.6,250,"1,400",Drafted motion,29-Jun-2021
BL-270460,MAT-1389,AT-002,9.1,300,"$2,730.00",Reviewed contract,30/04/22
BL-795469,MAT-1390,AT-002,1.8,300,,Reviewed contract,1699086880
BL-413725,MAT-1391,AT-001,1.8,375,675,Document review,13/01/2024
BL-899557,MAT-1392,AT-008,4.5,300,,Research,01/10/22
BL-535956,MAT-1393,AT-009,1.4,250,$350,Negotiation,05/01/23
BL-214499,MAT-1394,AT-009,7.1,250,1775.0,Research,29/08/22
BL-872357,MAT-1395,AT-004,7.8,300,2340.0,Research,26/08/22
BL-285011,MAT-1396,AT-006,7.1,250,"""1,775.00""",Prepared discovery,1713515680
BL-181328,MAT-1397,AT-002,7.8,250,"$1,950",Negotiation,2024-05-28
BL-921355,MAT-1398,AT-005,6.2,375,"$2,325",Court appearance,2024-10-16
BL-261332,MAT-1399,AT-004,1.4,300,,Reviewed contract,2025-03-11
BL-146631,MAT-1400,AT-007,0.5,375,$188,Negotiation,29-Sep-2023
BL-317934,MAT-1401,AT-004,3.2,300,,Reviewed contract,1732523680
BL-318166,MAT-1402,AT-004,7.4,300,"€2,220",Document review,03/07/25
BL-721195,MAT-1403,AT-009,6.8,300,"$2,040",Reviewed contract,14/05/21
BL-199235,MAT-1404,AT-006,7.4,250,,Document review,12/02/22
BL-468054,MAT-1405,AT-002,5.0,375,,Client call,03-Mar-2022
BL-145672,MAT-1406,AT-005,7.4,375,2775.0,Document review,1669797280
BL-153783,MAT-1407,AT-003,8.3,250,"€2,075",Research,22/04/24
BL-276640,MAT-1408,AT-005,0.8,300,240.0,Research,1622536480
BL-180592,MAT-1409,AT-002,9.9,375,"""3,712.50""",Reviewed contract,23/11/2025
BL-733670,MAT-1410,AT-003,5.0,375,1875.0,Prepared discovery,25/10/2024
BL-615705,MAT-1411,AT-001,7.6,300,"""2,280.00""",Client call,09-Sep-2024
BL-521365,MAT-1412,AT-004,5.3,375,,Drafted motion,21-Dec-2022
BL-320091,MAT-1413,AT-010,5.9,300,,Document review,12/12/2022
BL-144399,MAT-1414,AT-001,8.8,375,3300.0,Research,07/03/23
BL-650109,MAT-1415,AT-001,4.9,375,"€1,838",Prepared discovery,2023-08-23
BL-706082,MAT-1416,AT-005,0.6,300,180.0,Negotiation,2020-12-16
BL-577081,MAT-1417,AT-006,0.6,300,,Court appearance,22/12/2023
BL-902505,MAT-1418,AT-010,6.5,375,2437,Reviewed contract,19/04/2022
BL-516184,MAT-1419,AT-010,5.2,375,1950.0,Prepared discovery,31-Dec-2024
BL-290506,MAT-1420,AT-001,2.9,250,,Reviewed contract,2023-09-06
BL-702043,MAT-1421,AT-002,8.7,300,,Negotiation,21/03/21
BL-500347,MAT-1422,AT-004,3.7,250,,Drafted motion,07/03/21
BL-973840,MAT-1423,AT-001,9.8,250,2450.0,Court appearance,23/04/25
BL-265376,MAT-1424,AT-009,4.4,250,1100.0,Document review,27-Nov-2025
BL-445909,MAT-1425,AT-005,1.8,300,540.0,Prepared discovery,2024-12-17
BL-255884,MAT-1426,AT-004,7.1,375,2662.5,Reviewed contract,01/11/25
BL-235699,MAT-1427,AT-008,5.5,375,,Prepared discovery,12/11/22
BL-377618,MAT-1428,AT-004,3.7,375,,Negotiation,27/09/22
BL-451955,MAT-1429,AT-004,7.7,375,,Research,1697272480
BL-530801,MAT-1430,AT-003,6.1,375,"€2,288",Document review,1692434080
BL-399763,MAT-1431,AT-001,9.0,375,"3,375",Negotiation,08/05/23
BL-494226,MAT-1432,AT-002,9.1,250,"€2,275",Client call,2025-12-01
BL-726434,MAT-1433,AT-001,4.2,250,"$1,050",Court appearance,11/08/25
BL-227906,MAT-1434,AT-006,4.5,375,"$1,687.50",Prepared discovery,22/07/23
BL-550176,MAT-1435,AT-003,6.1,300,,Research,14/05/2021
BL-699983,MAT-1436,AT-008,7.2,300,,Client call,14/11/22
BL-824785,MAT-1437,AT-005,2.3,375,"""862.50""",Prepared discovery,23/07/25
BL-722862,MAT-1438,AT-003,2.1,250,,Client call,2024-10-24
BL-306410,MAT-1439,AT-009,9.4,300,2820.0,Prepared discovery,14-Nov-2021
BL-730600,MAT-1440,AT-001,4.2,300,,Reviewed contract,05-Aug-2021
BL-957942,MAT-1441,AT-001,8.8,375,3300.0,Drafted motion,11/05/24
BL-426630,MAT-1442,AT-006,9.3,250,"""2,325.00""",Prepared discovery,1720082080
BL-808156,MAT-1443,AT-001,5.5,375,2062.5,Client call,10-Sep-2022
BL-136286,MAT-1444,AT-005,4.4,250,"€1,100",Client call,25-Oct-2024
BL-218422,MAT-1445,AT-006,9.3,300,,Client call,1727944480
BL-633163,MAT-1446,AT-010,4.0,375,1500.0,Drafted motion,26-Oct-2021
BL-354079,MAT-1447,AT-001,6.0,375,"2,250",Document review,05-Jan-2024
BL-698089,MAT-1448,AT-006,1.1,375,412.5,Prepared discovery,25/12/23
BL-290740,MAT-1449,AT-004,0.6,300,180.0,Reviewed contract,13/10/2022
BL-556897,MAT-1450,AT-010,8.2,375,"€3,075",Document review,17-Sep-2023
BL-589033,MAT-1451,AT-006,2.1,375,787.5,Drafted motion,30-May-2024
BL-777717,MAT-1452,AT-007,8.8,250,,Court appearance,18/09/22
BL-580325,MAT-1453,AT-001,7.6,300,"€2,280",Prepared discovery,13-Feb-2022
BL-756304,MAT-1454,AT-002,8.1,375,"""3,037.50""",Reviewed contract,1631867680
BL-286582,MAT-1455,AT-005,9.8,250,2450,Court appearance,1647851680
BL-776177,MAT-1456,AT-009,0.7,375,€262,Document review,22/08/2025
BL-521838,MAT-1457,AT-005,5.1,250,1275.0,Client call,17-Jul-2023
BL-983309,MAT-1458,AT-006,7.7,375,2887,Prepared discovery,14-Oct-2025
BL-991652,MAT-1459,AT-004,1.8,300,$540,Drafted motion,2024-04-06
BL-829272,MAT-1460,AT-004,5.0,300,"€1,500",Prepared discovery,06/12/20
BL-933493,MAT-1461,AT-002,0.9,250,,Research,16/02/22
BL-782146,MAT-1462,AT-001,6.4,375,2400.0,Research,26/07/24
BL-271476,MAT-1463,AT-006,2.1,300,630,Document review,1660811680
BL-675692,MAT-1464,AT-008,1.1,300,330.0,Court appearance,16/04/2024
BL-533667,MAT-1465,AT-004,0.9,375,337.5,Reviewed contract,2023-05-04
BL-867281,MAT-1466,AT-002,7.5,250,,Prepared discovery,2024-04-08
BL-489985,MAT-1467,AT-007,6.3,300,,Prepared discovery,01/05/2025
BL-605797,MAT-1468,AT-005,7.3,375,"""2,737.50""",Reviewed contract,10/10/2025
BL-172956,MAT-1469,AT-001,6.7,375,,Reviewed contract,16/06/23
BL-821119,MAT-1470,AT-002,7.5,300,,Prepared discovery,29/09/2025
BL-318104,MAT-1471,AT-001,7.3,300,2190.0,Document review,08/08/25
BL-176949,MAT-1472,AT-001,4.9,375,1837.5,Document review,2022-01-29
BL-939610,MAT-1473,AT-006,4.0,250,,Client call,04/06/2025
BL-638510,MAT-1474,AT-008,5.7,250,"$1,425.00",Court appearance,1691138080
BL-949197,MAT-1475,AT-006,6.7,300,2010.0,Drafted motion,07-Jun-2024
BL-175469,MAT-1476,AT-006,4.3,375,,Research,30/03/25
BL-580066,MAT-1477,AT-008,1.0,250,,Drafted motion,1704011680
BL-220437,MAT-1478,AT-002,9.7,250,"€2,425",Drafted motion,22/06/25
BL-860120,MAT-1479,AT-008,8.5,300,,Client call,15/09/21
BL-376032,MAT-1480,AT-002,0.8,250,,Court appearance,04-Feb-2024
BL-831394,MAT-1481,AT-008,2.3,300,,Research,2024-09-16
BL-620909,MAT-1482,AT-004,5.2,250,"$1,300.00",Prepared discovery,06/02/25
BL-437544,MAT-1483,AT-001,5.7,300,,Research,10/05/21
BL-415245,MAT-1484,AT-001,5.7,300,"1,710",Reviewed contract,09/10/2021
BL-234562,MAT-1485,AT-006,7.8,250,1950.0,Client call,2023-08-20
BL-710606,MAT-1486,AT-010,6.0,250,"€1,500",Drafted motion,2021-08-01
BL-126990,MAT-1487,AT-010,6.3,375,,Drafted motion,1735461280
BL-841649,MAT-1488,AT-002,9.9,375,,Prepared discovery,17/03/22
BL-641430,MAT-1489,AT-009,4.8,300,,Drafted motion,15-Jan-2024
BL-752866,MAT-1490,AT-003,8.1,300,"€2,430",Client call,2024-03-31
BL-255869,MAT-1491,AT-007,4.6,375,,Prepared discovery,1679819680
BL-755728,MAT-1492,AT-010,8.6,300,2580.0,Document review,2022-11-04
BL-450512,MAT-1493,AT-002,9.5,250,2375.0,Prepared discovery,31-Dec-2021
BL-298207,MAT-1494,AT-001,7.5,300,,Negotiation,16/02/23
BL-795438,MAT-1495,AT-007,4.8,375,1800.0,Drafted motion,08/11/2025
BL-824739,MAT-1496,AT-003,2.9,250,725.0,Client call,15/05/22
BL-300273,MAT-1497,AT-002,9.9,300,2970.0,Prepared discovery,11/08/25
BL-929898,MAT-1498,AT-007,4.2,375,1575.0,Court appearance,2022-04-25
BL-567892,MAT-1499,AT-003,6.1,300,"$1,830",Drafted motion,1644395680
BL-160760,MAT-1500,AT-009,9.2,300,2760.0,Court appearance,2021-07-26
BL-681620,MAT-1501,AT-005,0.5,250,125.0,Reviewed contract,1633250080
BL-510077,MAT-1502,AT-008,2.6,300,780,Reviewed contract,29/07/21
BL-943368,MAT-1503,AT-004,2.6,375,975,Research,1756802080
BL-773990,MAT-1504,AT-008,4.6,375,,Research,2023-12-07
BL-780112,MAT-1505,AT-001,3.7,250,925.0,Reviewed contract,1667550880
BL-756129,MAT-1506,AT-010,2.3,250,"""575.00""",Reviewed contract,13-Dec-2023
BL-426767,MAT-1507,AT-002,6.1,375,2287.5,Document review,29-Jul-2021
BL-321440,MAT-1508,AT-007,1.1,250,275.0,Research,05/11/2025
BL-766573,MAT-1509,AT-010,6.3,250,,Negotiation,2023-09-06
BL-899352,MAT-1510,AT-009,1.5,300,,Client call,09-Aug-2023
BL-739541,MAT-1511,AT-001,2.8,250,,Negotiation,2023-06-09
BL-224675,MAT-1512,AT-008,4.6,300,,Research,2025-10-15
BL-392633,MAT-1513,AT-004,8.3,300,"$2,490.00",Client call,1634027680
BL-471631,MAT-1514,AT-003,9.0,375,,Research,16/08/25
BL-963232,MAT-1515,AT-009,4.2,250,1050,Reviewed contract,21-Sep-2024
BL-682185,MAT-1516,AT-007,4.7,300,1410.0,Court appearance,10-Apr-2023
BL-178654,MAT-1517,AT-006,2.9,375,,Negotiation,28/04/24
BL-620585,MAT-1518,AT-001,5.4,250,1350.0,Reviewed contract,2023-05-08
BL-317567,MAT-1519,AT-008,5.6,250,,Drafted motion,25/11/25
BL-941171,MAT-1520,AT-001,5.3,250,1325.0,Document review,17/05/2025
BL-818651,MAT-1521,AT-010,0.7,300,,Research,06/03/2023
BL-945822,MAT-1522,AT-006,1.6,300,480.0,Court appearance,1749717280
BL-515490,MAT-1523,AT-005,3.5,375,,Reviewed contract,06-May-2024
BL-881038,MAT-1524,AT-007,7.3,300,2190.0,Prepared discovery,1742459680
BL-823326,MAT-1525,AT-008,1.8,250,,Reviewed contract,2024-01-04
BL-277600,MAT-1526,AT-007,0.7,250,175,Document review,22-Feb-2021
BL-713128,MAT-1527,AT-003,9.1,375,,Research,1696840480
BL-362327,MAT-1528,AT-010,6.0,250,"1,500",Client call,03-Mar-2022
BL-469389,MAT-1529,AT-004,8.8,250,,Reviewed contract,06-Dec-2024
BL-683488,MAT-1530,AT-008,4.4,375,1650.0,Document review,20/03/24
BL-802153,MAT-1531,AT-008,9.1,300,,Reviewed contract,10-Jun-2022
BL-559650,MAT-1532,AT-006,2.6,375,"""975.00""",Negotiation,1657960480
BL-890368,MAT-1533,AT-004,1.5,375,562.5,Client call,02/04/2022
BL-116816,MAT-1534,AT-001,2.0,375,,Prepared discovery,26-Apr-2022
BL-264699,MAT-1535,AT-004,3.3,375,1237.5,Drafted motion,2024-02-21
BL-892192,MAT-1536,AT-007,5.2,375,,Reviewed contract,1619426080
BL-146372,MAT-1537,AT-002,0.7,300,210,Research,31/01/2023
BL-810592,MAT-1538,AT-003,7.2,250,1800,Research,02/03/2021
BL-237149,MAT-1539,AT-010,2.6,300,780.0,Document review,24-Dec-2021
BL-856965,MAT-1540,AT-005,6.4,250,,Client call,1608712480
BL-303044,MAT-1541,AT-009,8.9,250,,Document review,2023-10-21
BL-648588,MAT-1542,AT-002,10.0,300,,Court appearance,1756888480
BL-932208,MAT-1543,AT-006,9.9,250,"$2,475.00",Client call,23/01/21
BL-123235,MAT-1544,AT-008,0.7,375,$262.50,Drafted motion,15/06/2022
BL-829833,MAT-1545,AT-008,5.4,250,,Drafted motion,27/11/23
BL-350345,MAT-1546,AT-005,8.2,250,2050.0,Prepared discovery,09/07/2022
BL-776954,MAT-1547,AT-005,3.8,250,,Client call,19/10/2024
BL-213299,MAT-1548,AT-005,6.7,375,2512.5,Document review,1739003680
BL-941767,MAT-1549,AT-005,2.6,250,,Reviewed contract,26-Apr-2021
BL-966198,MAT-1550,AT-001,6.7,250,1675,Negotiation,1674635680
BL-449115,MAT-1551,AT-006,0.5,300,"""150.00""",Client call,1631954080
BL-847613,MAT-1552,AT-001,6.7,300,"$2,010",Negotiation,2024-09-30
BL-382196,MAT-1553,AT-003,9.7,300,2910.0,Document review,1749630880
BL-870267,MAT-1554,AT-004,1.9,300,570.0,Court appearance,03-Aug-2023
BL-632995,MAT-1555,AT-003,9.6,300,,Client call,01-Aug-2023
BL-178846,MAT-1556,AT-008,5.5,375,,Negotiation,1644050080
BL-597101,MAT-1557,AT-004,1.1,300,330.0,Drafted motion,2024-06-16
BL-616529,MAT-1558,AT-005,7.8,375,,Court appearance,2024-03-14
BL-164384,MAT-1559,AT-010,2.0,300,€600,Client call,27/02/2021
BL-786581,MAT-1560,AT-007,8.4,300,"2,520",Client call,1653899680
BL-601786,MAT-1561,AT-007,3.6,250,"""900.00""",Prepared discovery,2024-08-29
BL-396872,MAT-1562,AT-006,1.6,250,400.0,Negotiation,22/05/24
BL-657530,MAT-1563,AT-003,4.5,300,,Court appearance,01/01/24
BL-800058,MAT-1564,AT-007,5.0,300,"""1,500.00""",Prepared discovery,16-May-2023
BL-806960,MAT-1565,AT-005,0.6,300,180,Client call,11/07/2022
BL-475422,MAT-1566,AT-006,2.8,375,1050.0,Document review,2022-05-25
BL-997620,MAT-1567,AT-010,3.0,250,"""750.00""",Research,1719131680
BL-475443,MAT-1568,AT-009,8.8,375,,Client call,2022-07-01
BL-171368,MAT-1569,AT-009,7.4,300,,Court appearance,02/08/21
BL-975373,MAT-1570,AT-008,1.1,250,,Research,1636706080
BL-165827,MAT-1571,AT-006,7.8,375,,Client call,25-May-2024
BL-335625,MAT-1572,AT-001,1.7,375,,Negotiation,24-Nov-2021
BL-425826,MAT-1573,AT-005,8.8,250,,Document review,30-Jul-2025
BL-959969,MAT-1574,AT-009,7.8,300,"2,340",Court appearance,11/01/2023
BL-845794,MAT-1575,AT-009,6.5,250,"$1,625",Negotiation,03/09/23
BL-611327,MAT-1576,AT-003,3.4,300,"""1,020.00""",Drafted motion,17/04/2025
BL-578259,MAT-1577,AT-004,5.1,375,1912.5,Drafted motion,1704184480
BL-264479,MAT-1578,AT-002,7.5,250,1875.0,Court appearance,06/04/2023
BL-857591,MAT-1579,AT-008,2.4,300,720.0,Reviewed contract,2022-01-01
BL-696813,MAT-1580,AT-002,4.3,300,"$1,290",Drafted motion,1689582880
BL-747316,MAT-1581,AT-009,5.5,375,2062.5,Court appearance,2023-03-25
BL-626603,MAT-1582,AT-003,2.2,300,"""660.00""",Prepared discovery,1742373280
BL-783937,MAT-1583,AT-009,4.5,250,1125,Negotiation,2025-05-06
BL-768850,MAT-1584,AT-005,5.4,375,2025.0,Research,04-May-2023
BL-578259,MAT-1585,AT-009,4.0,250,,Client call,24/02/2024
BL-157840,MAT-1586,AT-001,8.0,250,2000.0,Document review,1630398880
BL-350795,MAT-1587,AT-005,3.7,250,925.0,Document review,28-Mar-2023
BL-429975,MAT-1588,AT-009,9.9,250,,Drafted motion,17-Oct-2022
BL-188337,MAT-1589,AT-008,1.4,375,$525.00,Reviewed contract,1684830880
BL-595088,MAT-1590,AT-007,9.8,375,3675.0,Client call,2021-04-13
BL-931888,MAT-1591,AT-007,9.1,300,2730.0,Research,20/07/24
BL-519690,MAT-1592,AT-005,2.0,300,$600,Reviewed contract,14/02/21
BL-354881,MAT-1593,AT-003,8.2,250,"$2,050",Reviewed contract,10-May-2025
BL-832019,MAT-1594,AT-007,4.8,375,,Drafted motion,12/04/2024
BL-475563,MAT-1595,AT-010,7.7,300,2310.0,Negotiation,1757147680
BL-101953,MAT-1596,AT-006,4.6,375,1725.0,Prepared discovery,05/11/23
BL-143109,MAT-1597,AT-002,9.0,250,"""2,250.00""",Research,14/03/24
BL-923763,MAT-1598,AT-007,8.8,375,"3,300",Client call,21/06/23
BL-539727,MAT-1599,AT-005,9.8,300,2940.0,Document review,2022-09-02
BL-793839,MAT-1600,AT-007,9.3,250,2325,Prepared discovery,10/07/21
BL-691960,MAT-1601,AT-003,6.5,300,,Reviewed contract,18-May-2024
BL-253953,MAT-1602,AT-010,6.3,250,1575.0,Drafted motion,01-Jun-2025
BL-568607,MAT-1603,AT-005,9.6,375,,Research,1755765280
BL-667798,MAT-1604,AT-003,1.1,375,412.5,Client call,2023-02-06
BL-198984,MAT-1605,AT-003,9.3,250,,Prepared discovery,11/11/2021
BL-301294,MAT-1606,AT-010,7.7,375,2887.5,Reviewed contract,01-May-2025
BL-751877,MAT-1607,AT-006,9.4,300,,Court appearance,2025-06-23
BL-858234,MAT-1608,AT-007,5.4,250,1350.0,Reviewed contract,2024-03-06
BL-442601,MAT-1609,AT-005,8.8,375,3300.0,Reviewed contract,2025-06-22
BL-959945,MAT-1610,AT-005,2.5,250,"""625.00""",Court appearance,30-Nov-2025
BL-305552,MAT-1611,AT-003,1.5,250,,Drafted motion,28-Dec-2023
BL-749540,MAT-1612,AT-010,1.7,250,425.0,Negotiation,31/07/2022
BL-497334,MAT-1613,AT-010,8.1,250,2025,Drafted motion,2024-08-07
BL-613912,MAT-1614,AT-007,3.5,375,,Prepared discovery,25-Oct-2025
BL-668363,MAT-1615,AT-004,8.0,250,"$2,000.00",Reviewed contract,05/12/2020
BL-114252,MAT-1616,AT-002,7.7,300,2310.0,Client call,04/10/2021
BL-503703,MAT-1617,AT-005,2.5,300,,Research,18-May-2022
BL-737283,MAT-1618,AT-008,2.5,250,625,Reviewed contract,2021-02-24
BL-222199,MAT-1619,AT-006,2.4,250,600.0,Reviewed contract,28-Nov-2023
BL-553035,MAT-1620,AT-003,9.3,375,,Reviewed contract,1611736480
BL-145310,MAT-1621,AT-005,4.4,375,1650.0,Research,1707554080
BL-697867,MAT-1622,AT-004,2.0,300,,Reviewed contract,1615365280
BL-893477,MAT-1623,AT-005,1.4,375,,Client call,2023-11-06
BL-757212,MAT-1624,AT-001,2.7,375,1012,Drafted motion,1641890080
BL-562011,MAT-1625,AT-001,6.4,375,,Research,18-Jan-2025
BL-809310,MAT-1626,AT-009,8.6,300,2580.0,Reviewed contract,15/06/2024
BL-373079,MAT-1627,AT-003,6.1,250,,Prepared discovery,02-Feb-2024
BL-607582,MAT-1628,AT-009,8.0,375,3000.0,Reviewed contract,04/11/24
BL-574160,MAT-1629,AT-008,2.5,250,,Prepared discovery,18/08/2025
BL-529406,MAT-1630,AT-010,6.6,300,1980.0,Research,1728290080
BL-364250,MAT-1631,AT-009,4.9,375,"$1,838",Drafted motion,2021-05-30
BL-857917,MAT-1632,AT-010,3.8,375,"$1,425.00",Drafted motion,2024-05-20
BL-879746,MAT-1633,AT-002,5.8,250,1450.0,Court appearance,2025-07-01
BL-139011,MAT-1634,AT-005,5.4,300,1620.0,Document review,01/11/21
BL-815148,MAT-1635,AT-004,6.8,375,,Drafted motion,14-Nov-2025
BL-811337,MAT-1636,AT-006,2.1,300,630,Client call,29/12/21
BL-438890,MAT-1637,AT-006,4.6,300,,Document review,08/05/2025
BL-668403,MAT-1638,AT-008,1.1,250,275.0,Client call,18-Mar-2022
BL-252724,MAT-1639,AT-010,2.9,300,870.0,Court appearance,21-Apr-2025
BL-640128,MAT-1640,AT-004,2.0,375,,Reviewed contract,24-Jul-2022
BL-893911,MAT-1641,AT-003,9.3,300,"$2,790.00",Drafted motion,1741336480
BL-849053,MAT-1642,AT-010,3.3,250,825.0,Reviewed contract,28/11/25
BL-844077,MAT-1643,AT-004,2.6,375,975,Reviewed contract,25/03/2025
BL-965695,MAT-1644,AT-007,3.7,300,1110.0,Court appearance,09/04/22
BL-332152,MAT-1645,AT-009,7.4,250,1850.0,Court appearance,01-Feb-2023
BL-352544,MAT-1646,AT-005,3.2,250,800.0,Prepared discovery,1622709280
BL-376655,MAT-1647,AT-010,6.6,300,,Client call,17/01/2023
BL-916526,MAT-1648,AT-001,3.8,375,,Research,16-Nov-2025
BL-269670,MAT-1649,AT-009,6.6,300,"$1,980",Client call,1694334880
BL-615727,MAT-1650,AT-003,1.3,375,487,Negotiation,2024-11-18
BL-152859,MAT-1651,AT-006,6.0,300,,Negotiation,2021-01-16
BL-491250,MAT-1652,AT-006,3.7,375,,Document review,05-Aug-2022
BL-275601,MAT-1653,AT-010,4.5,250,1125.0,Research,1739781280
BL-307878,MAT-1654,AT-003,5.7,250,"1,425",Document review,24/07/21
BL-694044,MAT-1655,AT-009,1.1,250,275.0,Reviewed contract,1737189280
BL-280707,MAT-1656,AT-007,3.5,250,875.0,Client call,2021-11-20
BL-427541,MAT-1657,AT-006,8.5,375,"$3,187.50",Drafted motion,19-Jul-2024
BL-899058,MAT-1658,AT-007,1.8,300,540.0,Client call,30/07/25
BL-394259,MAT-1659,AT-002,2.6,250,650.0,Drafted motion,14-Apr-2025
BL-544903,MAT-1660,AT-005,8.4,250,"$2,100",Drafted motion,1714725280
BL-626566,MAT-1661,AT-001,9.7,300,2910.0,Research,13/03/22
BL-601662,MAT-1662,AT-008,0.7,375,,Prepared discovery,10-Jul-2023
BL-690729,MAT-1663,AT-008,4.3,375,,Negotiation,26/06/2022
BL-571732,MAT-1664,AT-003,3.8,375,1425.0,Court appearance,2022-04-14
BL-321974,MAT-1665,AT-006,0.6,300,,Court appearance,05/07/2021
BL-498786,MAT-1666,AT-008,2.1,300,,Court appearance,1730968480
BL-630610,MAT-1667,AT-001,9.5,300,"2,850",Drafted motion,1745829280
BL-429439,MAT-1668,AT-001,6.8,300,2040.0,Prepared discovery,2025-03-14
BL-251030,MAT-1669,AT-008,8.2,250,,Document review,13-Feb-2025
BL-697603,MAT-1670,AT-004,2.7,375,1012.5,Prepared discovery,27-Sep-2024
BL-343583,MAT-1671,AT-004,1.6,250,,Court appearance,1692779680
BL-422334,MAT-1672,AT-005,9.2,300,2760.0,Negotiation,2025-09-11
BL-732950,MAT-1673,AT-009,8.2,375,3075.0,Research,15-Jul-2025
BL-618088,MAT-1674,AT-009,9.1,250,2275.0,Client call,1661502880
BL-223137,MAT-1675,AT-006,6.6,375,"$2,475",Court appearance,10-Nov-2025
BL-236553,MAT-1676,AT-004,4.3,250,,Document review,07-Jan-2024
BL-845811,MAT-1677,AT-007,7.5,250,"""1,875.00""",Negotiation,13/07/2025
BL-621000,MAT-1678,AT-006,8.7,375,,Reviewed contract,1701419680
BL-757532,MAT-1679,AT-002,1.1,300,"""330.00""",Document review,2022-05-17
BL-163383,MAT-1680,AT-003,7.5,300,"""2,250.00""",Document review,18/12/24
BL-563009,MAT-1681,AT-010,8.3,300,"$2,490.00",Court appearance,09-Jul-2023
BL-664902,MAT-1682,AT-007,8.0,375,,Negotiation,06/04/2025
BL-179714,MAT-1683,AT-007,1.1,250,,Negotiation,24/11/21
BL-410218,MAT-1684,AT-008,4.9,375,,Court appearance,18-Jun-2023
BL-493108,MAT-1685,AT-003,4.9,250,,Client call,2022-04-26
BL-771704,MAT-1686,AT-009,8.4,375,3150,Drafted motion,20-Feb-2024
BL-996492,MAT-1687,AT-005,1.6,250,,Research,13-May-2024
BL-460207,MAT-1688,AT-008,6.2,375,,Reviewed contract,2021-11-10
BL-599317,MAT-1689,AT-008,6.6,300,1980.0,Research,2024-01-11
