client_id,company_name,industry,annual_revenue,contact_phone,created_at
CL-1316,Aerospace Holdings Corp,Manufacturing,"""78,110,685.00""",702.387.9374,05/02/2016
CL-1317,Automotive International,Telecommunications,"€53,843,790",(994) 378-8490,2016-03-10
CL-1318,Aerospace Solutions Inc,Energy,"""49,533,442.00""",+1-391-761-5306,20/12/18
CL-1319,Energy Systems,Retail,49999937,+1-486-661-3947,04-Apr-2016
CL-1320,Construction Partners,Energy,"€20,574,814",+1-353-684-1159,1479026079
CL-1321,Construction International,Telecommunications,"€54,472,598",367.261.4530,23-Sep-2024
CL-1322,Telecommunications International,Manufacturing,47189726,+1-324-559-4259,13/08/2025
CL-1323,Healthcare Partners,Transportation,"€39,456,543",348-371-6527,2020-08-21
CL-1324,Manufacturing Holdings Corp,Retail,"96,352,768",860-604-5444,1667464479
CL-1325,Automotive Group LLC,Construction,"€89,855,162",+1-917-967-2311,2023-01-07
CL-1326,Automotive Partners,Automotive,"""12,173,787.00""",832-359-2381,1725352479
CL-1327,Construction Group LLC,Telecommunications,"""5,718,421.00""",533.687.8654,26/05/2018
CL-1328,Banking Systems,Pharmaceuticals,"€59,381,674",854.746.6073,1576830879
CL-1329,Technology Group LLC,Energy,"2,416,778",976.339.6634,1762072479
CL-1330,Energy Holdings Corp,Insurance,"$32,033,204.00",761-582-4089,26/11/16
CL-1331,Technology Solutions Inc,Retail,"84,929,434",982.827.5454,1677314079
CL-1332,Finance Holdings Corp,Finance,"86,482,292",+1-663-478-9060,24/09/2020
CL-1333,Technology Holdings Corp,Healthcare,"€96,991,974",+1-208-438-2477,1606984479
CL-1334,Real Estate Systems,Manufacturing,"$45,325,223",(257) 472-7429,09-Dec-2024
CL-1335,Insurance Systems,Healthcare,52646699,+1-453-955-1549,1489221279
CL-1336,Manufacturing Group LLC,Transportation,"$74,763,371.00",+1-459-692-5895,31/12/19
CL-1337,Finance Holdings Corp,Automotive,"$17,059,096",+1-209-243-8786,26/05/21
CL-1338,Aerospace Holdings Corp,Pharmaceuticals,"€9,022,882",(357) 918-9787,07/11/2021
CL-1339,Retail Solutions Inc,Banking,"$49,072,427",456-240-8951,18/09/17
CL-1340,Manufacturing Holdings Corp,Telecommunications,"37,953,423",+1-767-364-2128,1455093279
CL-1341,Banking Group LLC,Energy,"""84,179,370.00""",994.835.4912,25/03/16
CL-1342,Telecommunications Group LLC,Insurance,39000942,(856) 529-2809,22/03/22
CL-1343,Healthcare Partners,Retail,"14,254,482",857.597.9026,2025-06-25
CL-1344,Transportation Solutions Inc,Transportation,"""86,753,950.00""",771.961.7814,2025-02-27
CL-1345,Telecommunications Solutions Inc,Retail,"98,330,929",+1-594-394-4164,2023-04-01
CL-1346,Real Estate Systems,Pharmaceuticals,"$14,972,387",763.611.9268,20-Dec-2023
CL-1347,Construction Holdings Corp,Manufacturing,"€85,992,144",+1-531-823-4943,1609749279
CL-1348,Banking Solutions Inc,Automotive,"80,961,933",338.509.1107,28-Aug-2025
CL-1349,Aerospace International,Telecommunications,13655004,564.359.3267,01-Jun-2025
CL-1350,Energy International,Aerospace,"€99,551,508",532-694-3832,2024-12-21
CL-1351,Insurance Solutions Inc,Healthcare,47698401,(626) 323-4714,22-Dec-2015
CL-1352,Telecommunications International,Manufacturing,"€44,866,598",426-356-1827,16/03/20
CL-1353,Energy Group LLC,Insurance,46119729,785-963-1807,29/11/24
CL-1354,Retail Partners,Telecommunications,"$88,543,303",+1-774-830-9589,07-Jun-2019
CL-1355,Pharmaceuticals Partners,Healthcare,"$50,025,393",528.552.1396,1638866079
CL-1356,Pharmaceuticals Holdings Corp,Retail,"$98,775,836.00",+1-315-957-1893,11-Apr-2016
CL-1357,Real Estate Solutions Inc,Real Estate,"29,052,785",416.408.9952,1500194079
CL-1358,Technology Group LLC,Automotive,"€39,119,652",832-477-1869,03-Aug-2023
CL-1359,Technology Systems,Automotive,"32,026,926",926-301-6168,27/07/21
CL-1360,Transportation Systems,Telecommunications,"6,335,477",512-541-9027,24-Jan-2023
CL-1361,Telecommunications Holdings Corp,Retail,84992429,+1-230-768-5590,2022-12-13
CL-1362,Aerospace Systems,Pharmaceuticals,"57,013,532",356.636.6118,22/02/23
CL-1363,Insurance Group LLC,Pharmaceuticals,"€42,473,062",+1-736-338-8046,2018-02-12
CL-1364,Healthcare Group LLC,Banking,"$20,531,743.00",983-526-7783,07/09/17
CL-1365,Automotive International,Finance,"36,817,693",+1-827-436-4804,1547800479
CL-1366,Aerospace Partners,Construction,25692904,+1-703-685-3253,2016-04-13
CL-1367,Banking Systems,Retail,"$28,455,861",649.831.9027,2025-02-05
CL-1368,Manufacturing Partners,Banking,"77,763,742",(737) 856-1630,07/03/2019
CL-1369,Automotive International,Banking,"€70,273,350",250-394-5770,04/04/17
CL-1370,Transportation Solutions Inc,Aerospace,"€20,091,078",(662) 292-9202,1598085279
CL-1371,Automotive Group LLC,Real Estate,"$80,230,801",665.292.5097,2017-11-06
CL-1372,Manufacturing Solutions Inc,Pharmaceuticals,"€95,929,396",723-826-3619,13-Jul-2021
CL-1373,Construction Group LLC,Finance,96569396,515.516.8311,06/04/25
CL-1374,Technology Solutions Inc,Insurance,67790446,+1-756-205-9084,1459413279
CL-1375,Aerospace Solutions Inc,Aerospace,"74,462,947",(843) 770-4401,2022-09-20
CL-1376,Aerospace International,Pharmaceuticals,"$45,440,977.00",+1-311-626-3920,08/11/2024
CL-1377,Insurance Holdings Corp,Healthcare,"$50,468,550.00",976.637.2063,03-Aug-2021
CL-1378,Retail Systems,Telecommunications,"$83,148,463.00",(785) 947-9666,09/03/2025
CL-1379,Aerospace International,Telecommunications,"18,409,802",708-732-9154,13/12/18
CL-1380,Real Estate Systems,Automotive,"$99,981,329",(830) 624-7783,30/04/16
CL-1381,Healthcare Holdings Corp,Insurance,"""69,006,730.00""",985.206.2865,03/09/19
CL-1382,Pharmaceuticals Partners,Transportation,"$5,772,547",693.359.8546,07/08/2018
CL-1383,Automotive Group LLC,Telecommunications,"""93,005,353.00""",(267) 352-5595,13/02/2022
CL-1384,Aerospace Solutions Inc,Finance,"""95,659,224.00""",926-232-5448,1458549279
CL-1385,Technology Group LLC,Telecommunications,"$51,226,379.00",996-406-2517,13/01/17
CL-1386,Construction International,Banking,"$44,934,556.00",+1-728-892-3174,26/03/2024
CL-1387,Transportation Solutions Inc,Technology,12687128,247.305.9529,06-Feb-2022
CL-1388,Technology International,Technology,"$60,205,536.00",479.352.3580,25/04/18
CL-1389,Manufacturing Holdings Corp,Telecommunications,"""95,536,752.00""",(787) 450-3806,2016-10-27
CL-1390,Transportation Systems,Real Estate,"$15,217,270.00",+1-288-636-7421,15-Jul-2021
CL-1391,Insurance Systems,Banking,11542212,781-334-2522,1494664479
CL-1392,Construction International,Finance,"$49,781,345",916.881.6412,1623400479
CL-1393,Real Estate Group LLC,Real Estate,"47,790,372",330-720-2686,23-Jan-2019
CL-1394,Aerospace Partners,Energy,"84,332,410",(362) 693-7288,08/02/2023
CL-1395,Retail Group LLC,Banking,96550784,317.806.8584,27-May-2019
CL-1396,Healthcare Systems,Aerospace,51856575,(860) 876-2007,02/03/22
CL-1397,Energy International,Technology,"$61,016,768",897.524.5910,24/08/2023
CL-1398,Energy Group LLC,Telecommunications,"9,376,603",(254) 200-6885,12/09/2021
CL-1399,Energy Partners,Banking,"$59,410,219",+1-878-377-8780,1569227679
CL-1400,Pharmaceuticals Group LLC,Construction,"€2,557,295",216-347-8974,1736757279
CL-1401,Finance Partners,Aerospace,57925051,+1-593-563-4698,25/08/19
CL-1402,Transportation International,Energy,"$50,253,883.00",(781) 694-7038,18/06/2025
CL-1403,Healthcare International,Telecommunications,12871068,845.959.2279,1675326879
CL-1404,Real Estate International,Transportation,"""57,507,825.00""",496.371.1578,1637224479
CL-1405,Automotive Systems,Aerospace,"$99,969,478.00",+1-493-696-2351,02/11/18
CL-1406,Construction Holdings Corp,Technology,"$15,971,907",805-956-3476,1548405279
CL-1407,Automotive Holdings Corp,Construction,"$20,470,999",707-970-7765,28/02/19
CL-1408,Pharmaceuticals Holdings Corp,Automotive,8049544,608-687-5937,1702802079
CL-1409,Finance International,Technology,2592230,(591) 894-6172,08/08/2022
CL-1410,Technology Solutions Inc,Technology,88824468,+1-672-991-4961,16/04/2019
CL-1411,Healthcare Solutions Inc,Construction,"$14,112,905.00",+1-901-656-6759,2019-12-13
CL-1412,Automotive International,Healthcare,"$81,448,089.00",+1-925-322-2415,07/09/18
CL-1413,Pharmaceuticals Solutions Inc,Real Estate,38095573,908.883.6298,2017-03-18
CL-1414,Automotive Holdings Corp,Manufacturing,"$24,881,291.00",+1-703-405-7432,24/11/2020
CL-1415,Pharmaceuticals Solutions Inc,Aerospace,"$97,019,405.00",235.274.2153,08/12/22
CL-1416,Energy Holdings Corp,Pharmaceuticals,94959818,788-203-9444,21/02/2022
CL-1417,Banking Partners,Energy,"""77,134,185.00""",541-898-5961,02/11/2019
CL-1418,Real Estate Holdings Corp,Construction,"$24,705,307.00",593.876.4129,1565858079
CL-1419,Retail Group LLC,Banking,"€26,916,466",807-444-9015,22/07/2025
CL-1420,Manufacturing Solutions Inc,Automotive,97772591,321-416-9570,2025-05-11
CL-1421,Pharmaceuticals Solutions Inc,Real Estate,"$83,996,496",(918) 864-3138,2025-04-29
CL-1422,Construction International,Finance,15271532,(809) 830-4613,23-Jul-2024
CL-1423,Finance Holdings Corp,Telecommunications,"$7,118,522",543.264.2978,10-Mar-2019
CL-1424,Retail International,Real Estate,"€18,900,736",(827) 585-3584,19/09/24
CL-1425,Technology Partners,Transportation,"$93,926,762",346-855-5439,01/06/2024
CL-1426,Healthcare Systems,Aerospace,"$47,688,115.00",(771) 441-4144,1613896479
CL-1427,Retail Solutions Inc,Automotive,92971859,(709) 380-3617,17/05/16
CL-1428,Aerospace Partners,Manufacturing,"$15,015,162.00",(750) 380-3589,15/07/17
CL-1429,Manufacturing Partners,Aerospace,"$91,845,610",+1-997-312-6343,1646814879
CL-1430,Aerospace Partners,Real Estate,"$59,500,818",824-665-3917,19-Mar-2024
CL-1431,Finance Solutions Inc,Manufacturing,"$9,006,318",313-676-8513,10-Sep-2022
CL-1432,Insurance Systems,Insurance,"23,808,354",435-288-7745,11-May-2019
CL-1433,Construction Group LLC,Banking,"44,928,918",(427) 805-3440,20/12/2020
CL-1434,Energy Partners,Telecommunications,"$61,725,652",285-771-1203,14/04/20
CL-1435,Pharmaceuticals Holdings Corp,Real Estate,"95,395,930",965-797-1399,08/09/20
CL-1436,Pharmaceuticals Solutions Inc,Banking,"""52,657,620.00""",743-233-5859,2018-02-03
CL-1437,Transportation Solutions Inc,Banking,"$91,550,388.00",313-592-6989,04/10/21
CL-1438,Banking Group LLC,Telecommunications,"45,953,500",+1-316-864-8839,01-Mar-2023
CL-1439,Energy Holdings Corp,Pharmaceuticals,"""9,505,267.00""",(663) 697-9215,1630139679
CL-1440,Pharmaceuticals Systems,Insurance,26280389,+1-289-282-7400,05-Dec-2015
CL-1441,Finance Group LLC,Real Estate,"""85,191,586.00""",+1-626-898-9870,2025-08-02
CL-1442,Automotive Group LLC,Healthcare,87526415,792-551-6346,1643272479
CL-1443,Transportation Holdings Corp,Finance,35897610,+1-580-495-1775,19/04/2023
CL-1444,Finance Group LLC,Technology,"$22,643,241.00",242-524-3072,04/03/2023
CL-1445,Finance Holdings Corp,Manufacturing,"73,459,667",508-324-1408,07-Jan-2024
CL-1446,Telecommunications International,Banking,"""87,871,612.00""",685-496-3409,2017-12-05
CL-1447,Technology Solutions Inc,Healthcare,"$83,882,398",656.565.2515,29-May-2016
CL-1448,Telecommunications Partners,Healthcare,"$69,690,958",(702) 525-9381,1622536479
CL-1449,Automotive Holdings Corp,Manufacturing,48158074,774-289-4533,21/05/22
CL-1450,Construction International,Finance,"$12,553,190",510.686.9606,2024-03-24
CL-1451,Finance International,Energy,"$96,327,739",404.390.7254,21/06/2019
CL-1452,Banking Partners,Telecommunications,"$4,602,405.00",357-468-5917,19/12/16
CL-1453,Healthcare Holdings Corp,Automotive,"€9,955,654",570-795-8872,14-Feb-2019
CL-1454,Construction Holdings Corp,Automotive,"$79,068,345",527.672.3219,1741422879
CL-1455,Technology International,Technology,"€69,969,993",+1-387-983-2548,01-Sep-2023
CL-1456,Aerospace Holdings Corp,Telecommunications,"2,731,095",488-581-8944,21/04/24
CL-1457,Retail International,Construction,"93,563,635",744-929-2867,2016-07-07
CL-1458,Banking Holdings Corp,Technology,"60,315,901",981.550.3821,20/02/19
CL-1459,Finance Group LLC,Technology,"€11,550,179",(981) 314-2273,27/01/21
CL-1460,Pharmaceuticals International,Insurance,"$8,954,445.00",459.244.2085,30/07/2020
CL-1461,Retail Group LLC,Transportation,"$4,927,092",964.484.6698,2024-10-27
CL-1462,Retail Systems,Telecommunications,"38,830,178",+1-204-942-2616,30/11/2023
CL-1463,Healthcare Group LLC,Pharmaceuticals,"$51,951,070",(726) 433-7677,2021-01-30
CL-1464,Insurance Holdings Corp,Real Estate,"$75,777,007.00",(284) 535-9088,1506587679
CL-1465,Technology Partners,Energy,10342782,(895) 576-3937,1464510879
CL-1466,Finance Partners,Healthcare,"$94,286,302.00",959.372.2060,2019-03-21
CL-1467,Real Estate Holdings Corp,Banking,"€80,678,350",609-564-8795,1665477279
CL-1468,Real Estate Partners,Technology,"$85,338,531.00",(301) 955-1865,1714466079
CL-1469,Technology International,Finance,"$13,929,680.00",876-969-9518,1493109279
CL-1470,Manufacturing International,Telecommunications,"$3,371,679.00",640-321-7285,2017-04-09
CL-1471,Pharmaceuticals Holdings Corp,Telecommunications,"$66,965,276",519-932-7374,1609662879
CL-1472,Automotive Partners,Telecommunications,67396319,831.892.6779,19/03/19
CL-1473,Banking International,Insurance,84906615,299.638.6654,05/01/22
CL-1474,Healthcare Systems,Aerospace,"""41,924,657.00""",373.220.9821,22-Jul-2024
CL-1475,Automotive Holdings Corp,Aerospace,"""77,551,556.00""",(786) 300-9001,1624005279
CL-1476,Aerospace Holdings Corp,Finance,59517739,+1-850-277-9779,30/07/2023
CL-1477,Banking Solutions Inc,Aerospace,"""13,714,930.00""",479-268-9700,15-Mar-2019
CL-1478,Pharmaceuticals International,Energy,27853878,457-839-9443,2021-03-11
CL-1479,Real Estate Group LLC,Aerospace,"36,961,754",(829) 987-8106,08/09/18
CL-1480,Pharmaceuticals Holdings Corp,Banking,"$56,064,200.00",849.408.7757,07/04/2022
CL-1481,Healthcare Group LLC,Retail,"""4,718,391.00""",675-697-8145,01-Feb-2023
CL-1482,Insurance Holdings Corp,Technology,"$24,620,336.00",(939) 697-1326,1534062879
CL-1483,Construction Systems,Energy,"32,680,907",952.712.2976,01-Aug-2024
CL-1484,Energy Systems,Banking,"$57,756,516",309.379.4507,1685003679
CL-1485,Healthcare Holdings Corp,Banking,"€57,878,965",452.484.3374,2020-07-06
CL-1486,Banking Systems,Construction,"€93,701,829",445.459.7302,29/12/2016
CL-1487,Automotive Partners,Energy,"$41,384,524",504-415-3625,29-Oct-2024
CL-1488,Banking Partners,Real Estate,"$97,285,921.00",(364) 915-5275,1612600479
CL-1489,Pharmaceuticals Group LLC,Pharmaceuticals,"$87,046,825.00",610.404.6006,24/04/24
CL-1490,Aerospace Systems,Construction,43869025,+1-952-336-5270,10/10/20
CL-1491,Finance Partners,Manufacturing,"$77,556,525.00",(223) 771-4747,2023-04-28
CL-1492,Aerospace Holdings Corp,Energy,"$12,953,600",780-320-1231,17/09/21
CL-1493,Construction Holdings Corp,Construction,"$67,326,127",641.411.4531,22/07/21
CL-1494,Technology Holdings Corp,Automotive,"$83,903,638",(578) 796-8506,1602491679
CL-1495,Energy Systems,Banking,"$35,390,017.00",770.260.1853,2025-01-07
CL-1496,Energy Holdings Corp,Aerospace,"$91,095,263",772.242.3938,1630830879
CL-1497,Banking International,Manufacturing,"$20,031,501.00",520-245-3095,02-Dec-2022
CL-1498,Insurance Holdings Corp,Construction,"$43,011,533",+1-523-954-9049,14/12/20
CL-1499,Finance Solutions Inc,Retail,"€35,926,669",678-646-2900,1704270879
CL-1500,Banking Group LLC,Construction,"$47,923,095",490.384.3757,15/10/2024
CL-1501,Transportation Solutions Inc,Energy,"$67,855,296.00",(536) 226-5657,01/04/18
CL-1502,Construction Systems,Real Estate,"""61,942,299.00""",808.873.1095,17/10/2018
CL-1503,Automotive Systems,Construction,"$44,375,256.00",961-272-9964,20/11/16
CL-1504,Construction Group LLC,Automotive,53143976,(491) 862-3525,05/02/2017
CL-1505,Healthcare Holdings Corp,Pharmaceuticals,27826266,597-687-5398,07/05/2020
CL-1506,Energy Solutions Inc,Pharmaceuticals,69899524,892-429-3540,03-Jan-2022
CL-1507,Transportation Partners,Healthcare,"€20,945,631",507-454-9570,2024-05-28
CL-1508,Energy Partners,Telecommunications,"€63,365,138",782.459.6823,2018-06-06
CL-1509,Finance Partners,Insurance,"€12,179,070",504-521-8454,04/03/21
CL-1510,Aerospace Holdings Corp,Banking,"$59,223,505.00",(205) 604-2911,1573029279
CL-1511,Aerospace International,Technology,"€93,699,123",(891) 604-5958,2018-04-14
CL-1512,Automotive Group LLC,Construction,"€88,056,735",+1-447-646-9824,1710750879
CL-1513,Finance Group LLC,Healthcare,"$66,101,884.00",+1-660-799-4975,20-Jul-2020
CL-1514,Construction Systems,Pharmaceuticals,56792417,(954) 792-5764,28/04/16
CL-1515,Energy International,Automotive,"""75,256,721.00""",(863) 627-8755,1739608479
CL-1516,Banking Group LLC,Technology,"$47,150,415",719-424-6556,04-Dec-2020
CL-1517,Retail Holdings Corp,Aerospace,"$90,530,801",377-404-3561,04/06/20
CL-1518,Automotive Holdings Corp,Automotive,"$48,921,617",(378) 715-1523,2018-04-01
CL-1519,Technology Holdings Corp,Real Estate,"7,264,794",(473) 354-9444,2017-03-15
CL-1520,Insurance Solutions Inc,Aerospace,"$6,633,042.00",+1-371-845-2934,25/02/2020
CL-1521,Pharmaceuticals Holdings Corp,Finance,"$19,491,507",+1-649-625-1107,2024-06-17
CL-1522,Insurance Partners,Banking,"$85,482,060",355-971-9677,1526805279
CL-1523,Pharmaceuticals Holdings Corp,Insurance,"$60,401,906.00",(934) 729-2140,1710578079
CL-1524,Automotive Systems,Insurance,"€78,115,770",930.876.9516,11-Mar-2025
CL-1525,Telecommunications International,Transportation,94992012,859-410-9919,23-Apr-2021
CL-1526,Manufacturing Partners,Telecommunications,"""70,856,260.00""",418.295.9383,2019-10-10
CL-1527,Retail Holdings Corp,Technology,"€68,816,807",261.581.5255,07-Aug-2024
CL-1528,Manufacturing Group LLC,Real Estate,"€76,913,174",881.746.4831,28/10/2017
CL-1529,Telecommunications International,Manufacturing,"$49,488,507.00",350-928-7974,29/09/20
CL-1530,Healthcare Holdings Corp,Real Estate,"55,056,687",731.997.7468,1553934879
CL-1531,Telecommunications Group LLC,Finance,"$96,449,013",(921) 725-9669,2020-09-15
CL-1532,Transportation Solutions Inc,Manufacturing,"$55,844,029.00",(578) 785-5744,08-Aug-2024
CL-1533,Real Estate Solutions Inc,Technology,"20,077,681",631.249.5999,2017-01-18
CL-1534,Construction Solutions Inc,Healthcare,"""65,582,407.00""",779-663-6534,31/05/2019
CL-1535,Real Estate Group LLC,Pharmaceuticals,"12,987,653",880-838-7711,1479026079
CL-1536,Finance Systems,Construction,"€77,771,841",(516) 774-3028,10/10/2018
CL-1537,Real Estate International,Insurance,"17,144,134",+1-384-219-5504,16/06/2018
CL-1538,Aerospace Solutions Inc,Energy,4122340,384.624.1394,2022-01-10
CL-1539,Finance Group LLC,Technology,"""13,029,742.00""",(617) 894-3772,2024-02-10
CL-1540,Manufacturing Group LLC,Healthcare,44515775,+1-323-253-4318,12/12/2022
CL-1541,Technology Solutions Inc,Healthcare,63387558,267-695-1473,21/08/2019
CL-1542,Insurance International,Retail,41884443,+1-656-285-9199,20/06/19
CL-1543,Telecommunications Partners,Transportation,1134359,(835) 496-3742,1474533279
CL-1544,Construction International,Aerospace,"€7,104,857",746.776.2145,11/01/2024
CL-1545,Aerospace International,Retail,"€92,550,045",467.970.8417,30/12/21
CL-1546,Automotive Systems,Manufacturing,"87,764,149",+1-687-204-1156,25/10/2025
CL-1547,Automotive Systems,Telecommunications,"""91,227,319.00""",585-815-6864,1718440479
CL-1548,Automotive Group LLC,Real Estate,"€38,733,231",566.396.2474,17-Mar-2018
CL-1549,Transportation Systems,Real Estate,"$29,063,091",853.605.2817,04/10/2025
CL-1550,Pharmaceuticals International,Pharmaceuticals,"24,559,082",+1-331-963-2065,08/02/25
CL-1551,Technology Systems,Aerospace,61924933,856.889.1849,25/10/2025
CL-1552,Telecommunications Solutions Inc,Manufacturing,7303488,(745) 659-6181,21/09/2022
CL-1553,Energy Solutions Inc,Banking,"""27,424,359.00""",(518) 264-2584,30-Dec-2023
CL-1554,Retail Holdings Corp,Real Estate,"$45,773,484",(274) 994-8184,2020-01-05
CL-1555,Transportation Systems,Manufacturing,18117564,(256) 508-8075,22-Feb-2025
CL-1556,Aerospace Partners,Healthcare,"€81,473,708",838-210-8428,2017-01-03
CL-1557,Aerospace Group LLC,Manufacturing,"14,782,772",+1-930-269-4172,1757752479
CL-1558,Finance Group LLC,Real Estate,"$6,915,081",519.798.8140,28/02/25
CL-1559,Manufacturing Holdings Corp,Aerospace,"2,084,726",(873) 894-3369,13-Jan-2020
CL-1560,Transportation Group LLC,Pharmaceuticals,"€46,842,323",687.911.8657,1695112479
CL-1561,Real Estate Solutions Inc,Healthcare,"€30,448,158",428-909-4772,18-Oct-2025
CL-1562,Finance Solutions Inc,Energy,"""2,327,694.00""",+1-230-768-2887,2025-01-04
CL-1563,Technology Group LLC,Retail,"$36,164,890",+1-547-767-5029,2017-10-11
CL-1564,Pharmaceuticals Solutions Inc,Energy,29217583,+1-445-578-7100,2022-06-02
CL-1565,Retail Group LLC,Insurance,"""51,760,544.00""",+1-525-813-8037,19/01/18
CL-1566,Pharmaceuticals Holdings Corp,Automotive,69218774,414-944-2333,16/04/2019
CL-1567,Real Estate International,Manufacturing,"€25,024,774",582-738-8918,25/03/22
CL-1568,Construction Group LLC,Real Estate,30339153,586.785.3575,2022-05-29
CL-1569,Manufacturing Group LLC,Telecommunications,"6,522,109",836-544-7981,1597480479
CL-1570,Automotive Group LLC,Energy,"€32,378,816",277.567.2350,11-Nov-2022
CL-1571,Healthcare Holdings Corp,Healthcare,"""74,286,377.00""",401.891.6394,05/08/2023
CL-1572,Technology Solutions Inc,Transportation,"""38,828,631.00""",613-615-1194,13/08/16
CL-1573,Retail International,Real Estate,75170763,(939) 672-6581,05/05/17
CL-1574,Telecommunications Solutions Inc,Construction,"$19,649,583",512-955-1158,1557736479
CL-1575,Insurance Systems,Insurance,"41,216,625",+1-223-781-1527,08/03/22
CL-1576,Energy Group LLC,Telecommunications,"15,581,193",(662) 854-5991,25/02/2022
CL-1577,Retail Solutions Inc,Finance,"$39,093,356",(498) 875-9591,13/07/23
CL-1578,Finance Solutions Inc,Energy,73001505,+1-960-270-7373,1614069279
CL-1579,Technology International,Aerospace,"€68,441,055",(669) 482-4304,20/10/2017
CL-1580,Transportation International,Manufacturing,"62,767,610",240.954.2492,1598344479
CL-1581,Retail Group LLC,Energy,99414337,(593) 874-4005,29/12/20
CL-1582,Pharmaceuticals Solutions Inc,Technology,"67,234,781",(324) 577-2253,1616574879
CL-1583,Telecommunications Solutions Inc,Retail,"€4,586,013",911-891-8567,1736238879
CL-1584,Healthcare Systems,Technology,"€44,904,009",(675) 696-8558,28/04/18
CL-1585,Finance Group LLC,Construction,"$82,468,625",501-327-9759,17/09/24
CL-1586,Retail Systems,Finance,"$91,602,889",(652) 913-1782,2019-11-14
CL-1587,Insurance Partners,Automotive,"$34,514,137",404-293-1262,2021-08-21
CL-1588,Construction Systems,Insurance,"$98,175,178.00",625.724.2764,19/12/2023
CL-1589,Retail Group LLC,Healthcare,"$48,858,864",(215) 611-6181,2022-03-19
CL-1590,Automotive Solutions Inc,Manufacturing,"56,176,483",+1-711-304-9784,16/06/22
CL-1591,Insurance Systems,Pharmaceuticals,"$90,438,746.00",543-218-8354,07/06/20
CL-1592,Transportation Solutions Inc,Insurance,32728577,(975) 449-2300,25/07/17
CL-1593,Pharmaceuticals Solutions Inc,Retail,98349248,956.536.3199,18-Feb-2019
CL-1594,Banking Holdings Corp,Construction,"33,514,108",+1-255-880-5068,13/07/23
CL-1595,Construction Partners,Healthcare,"€26,832,275",(344) 409-3057,03/04/25
CL-1596,Banking Partners,Energy,"$23,033,022",+1-450-634-3890,30-Sep-2017
CL-1597,Energy Partners,Manufacturing,64178094,+1-717-824-8101,2020-11-21
CL-1598,Finance International,Telecommunications,35533110,513-664-5640,28-Jul-2021
CL-1599,Finance Group LLC,Retail,"2,722,586",947-942-7131,1457166879
CL-1600,Aerospace Solutions Inc,Pharmaceuticals,6211257,779-366-4182,11-Jun-2024
CL-1601,Energy Systems,Transportation,"$33,528,051.00",+1-570-846-1462,25-Jun-2020
CL-1602,Pharmaceuticals Group LLC,Aerospace,"$16,667,321.00",859-928-7297,1489307679
CL-1603,Banking Holdings Corp,Technology,72565068,(800) 515-7743,15-Jun-2018
CL-1604,Technology Solutions Inc,Banking,"$66,997,979.00",271-992-7845,27/10/25
CL-1605,Finance Group LLC,Banking,"$25,425,523.00",+1-661-780-4482,15-Mar-2020
CL-1606,Transportation International,Pharmaceuticals,"$86,420,677.00",(500) 287-7188,23/12/2023
CL-1607,Pharmaceuticals Solutions Inc,Real Estate,"$9,194,860.00",(881) 796-1685,09/11/2022
CL-1608,Real Estate Partners,Transportation,"""82,117,376.00""",579.898.6620,08/01/2021
CL-1609,Manufacturing Solutions Inc,Construction,"€62,326,664",(611) 942-3275,29/01/16
CL-1610,Pharmaceuticals Systems,Aerospace,"€70,110,587",(392) 203-6278,1615883679
CL-1611,Energy Systems,Real Estate,11921193,687-874-2645,07/12/2021
CL-1612,Finance Partners,Automotive,"€41,446,284",761-678-3753,03/07/16
CL-1613,Pharmaceuticals Systems,Insurance,"€15,155,900",229-364-6349,1608194079
CL-1614,Telecommunications Systems,Transportation,"€13,138,886",540.429.2059,01/12/16
CL-1615,Technology Solutions Inc,Healthcare,"€12,964,091",806.392.2902,09-Jan-2022
CL-1616,Retail Partners,Telecommunications,"""43,901,755.00""",+1-895-329-9515,10-Mar-2017
CL-1617,Retail Partners,Construction,"""20,787,096.00""",349.964.1562,04/02/2019
CL-1618,Technology Systems,Real Estate,"""8,893,691.00""",+1-356-933-4450,1475397279
CL-1619,Pharmaceuticals Group LLC,Construction,"""74,543,652.00""",632.894.8756,10/06/2021
CL-1620,Transportation Group LLC,Banking,"$53,851,244",531.970.1886,1727685279
CL-1621,Finance Group LLC,Transportation,"€27,260,378",+1-209-570-2670,2017-08-05
CL-1622,Automotive Solutions Inc,Finance,"88,254,650",+1-644-352-7619,1642322079
CL-1623,Pharmaceuticals Systems,Finance,"€93,851,132",874-291-8596,2016-12-02
CL-1624,Healthcare Partners,Healthcare,"31,190,270",786.786.8856,1753950879
CL-1625,Aerospace Group LLC,Technology,"€44,651,494",(750) 389-7640,2025-02-15
CL-1626,Banking Systems,Telecommunications,"$28,845,315.00",(385) 813-3948,2018-06-15
CL-1627,Pharmaceuticals Group LLC,Retail,"$76,496,963.00",286.327.9292,2022-12-17
CL-1628,Telecommunications Holdings Corp,Automotive,"60,716,190",702.911.6127,2024-04-09
CL-1629,Retail Group LLC,Automotive,"29,885,391",765.421.6882,02/05/2024
CL-1630,Pharmaceuticals Group LLC,Energy,"""62,212,377.00""",+1-892-635-3346,26-Nov-2024
CL-1631,Finance Partners,Aerospace,43461165,(588) 226-5055,02/01/2017
CL-1632,Pharmaceuticals Solutions Inc,Manufacturing,"""45,763,940.00""",(349) 431-5483,2017-02-11
